Id,SalePrice
1461,110496.8187176549
1462,161692.9305353536
1463,184924.31749967503
1464,189997.731938852
1465,209678.5081878296
1466,172932.9131388448
1467,173950.8201341438
1468,168048.6547343859
1469,188118.7261637784
1470,126449.08177266688
1471,184133.24605385368
1472,97117.29547484123
1473,97474.06160059992
1474,152162.40829210088
1475,129469.19077796474
1476,389866.03530439216
1477,264583.488232346
1478,305351.0959974711
1479,322999.5632544389
1480,469508.60553665453
1481,325384.96476674697
1482,214805.6849491505
1483,173616.31837337156
1484,169916.69167150487
1485,181384.76350219038
1486,195785.1033527616
1487,351726.57265518623
1488,238248.6060184333
1489,195894.01893485512
1490,227889.46543735784
1491,190938.21427189928
1492,96421.63874622276
1493,165478.1568774733
1494,304522.16360125487
1495,308465.8667098168
1496,233766.89008972712
1497,184542.84555072253
1498,165283.88850718312
1499,168405.32547546955
1500,156566.56124782262
1501,181513.08966662185
1502,146497.35544563114
1503,289566.09474821185
1504,231004.35761854626
1505,220881.25053098227
1506,195992.6694034039
1507,246606.338615713
1508,202441.61164851885
1509,164557.92446905255
1510,142093.7211220852
1511,143754.26374909075
1512,164646.9411163742
1513,132979.49588277563
1514,151856.28597639495
1515,193093.56634693468
1516,146872.57122162654
1517,162877.4886750606
1518,137332.66965007928
1519,218004.86069690247
1520,139201.34420819755
1521,136047.47062705248
1522,172461.15819077482
1523,120082.84090842985
1524,122164.35691974065
1525,124679.42856962455
1526,118289.11536932233
1527,117197.6628787864
1528,135066.85821890295
1529,146041.13514301466
1530,175792.43279331466
1531,103572.42986643274
1532,100221.18813676924
1533,138444.03674250984
1534,122414.07223705824
1535,155354.13801747546
1536,112417.76608333684
1537,63568.44886863338
1538,167709.3182608315
1539,230081.58831382162
1540,96977.46395080283
1541,142547.82618359348
1542,138066.075207302
1543,206243.14777212593
1544,82930.32480476053
1545,95425.91188798466
1546,123924.29145357887
1547,124632.55694781926
1548,136411.43747022125
1549,105090.13283549434
1550,130929.66841744144
1551,120594.94875162395
1552,133317.6098819704
1553,151933.13648077758
1554,112793.88040290373
1555,167983.06535073294
1556,94092.61084993687
1557,121739.86508517813
1558,90794.56602896721
1559,98389.67062623183
1560,133873.41058181267
1561,149641.23600838124
1562,131097.40913517168
1563,124907.33696179852
1564,164796.51061933662
1565,144370.12206256573
1566,254707.65018655531
1567,72684.0622360048
1568,233623.96229368504
1569,142942.38277080932
